betBuyRatio,userId,startedAt,betBuyRatioMean,betSellRatio,betSellRatioMean
0.6666666666666666,956f51a8-d6a0-4a12-a22b-9da3cdffc879,2025-06-18 14:54:34,0.5625,1.0,0.3333333333333333
0.6666666666666666,956f51a8-d6a0-4a12-a22b-9da3cdffc879,2025-06-18 14:51:52,0.5625,0.0,0.3333333333333333
0.6666666666666666,956f51a8-d6a0-4a12-a22b-9da3cdffc879,2025-06-18 14:44:09,0.5625,0.0,0.3333333333333333
0.25,956f51a8-d6a0-4a12-a22b-9da3cdffc879,2025-06-18 13:09:44,0.5625,,
