userId,startedAt,highRatio_age,midRatio_age,lowRatio_age,Type,MyhighRatioMean,MymidRatioMean,MylowRatioMean
237aac1b-4d6f-4ca9-9e4f-30719ea5967d,2025-06-19 09:58:33,0.42500000000000004,0.0,0.575,Buy,0.42500000000000004,0.0,0.575
237aac1b-4d6f-4ca9-9e4f-30719ea5967d,2025-06-19 09:59:45,0.42500000000000004,0.0,0.575,Buy,0.42500000000000004,0.0,0.575
